,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary,Relation
14767,45,60,-45,15,0,3,78,1,0,0,0.25
14768,59,41,20,51,35,6,212,1,0,0,1.0
14769,-35,19,26,-41,-40,-45,-116,0,0,0,2.0
14770,-30,145,135,50,35,45,380,1,0,0,1.0
14771,-35,-58,-28,-48,37,-31,-163,0,0,0,0.5
14772,33,16,45,50,69,30,243,1,0,0,1.0
14773,25,90,70,90,65,60,400,1,0,0,0.25
14774,34,36,-7,71,51,25,210,1,0,0,2.0
14775,63,67,83,48,42,27,330,1,0,0,0.5
14776,-25,8,0,-93,-23,33,-100,1,0,1,2.0
14777,-15,-15,-25,-30,-40,-35,-160,0,0,0,1.0
14778,21,38,10,15,0,40,124,1,0,0,1.0
14779,-18,-50,-13,49,19,-21,-34,0,0,0,0.5
14780,0,90,-10,65,-35,-25,85,0,0,0,2.0
14781,25,6,-1,-80,-50,0,-100,0,0,0,1.0
14782,10,-40,-140,40,0,95,-35,0,0,0,2.0
14783,-3,45,0,-30,25,-16,21,0,0,0,4.0
14784,-8,50,-31,99,65,-5,170,0,1,1,1.0
14785,20,68,20,97,40,50,295,1,1,0,1.0
14786,-4,-35,15,-15,10,-61,-90,0,0,1,2.0
14787,-36,-27,-16,-80,-26,-35,-220,0,0,1,4.0
14788,-5,-15,-120,-90,-40,10,-260,1,0,0,1.0
14789,-75,-77,-42,-77,-42,-31,-344,0,0,1,2.0
14790,60,110,55,130,60,20,435,1,1,0,0.5
14791,15,6,9,15,9,62,116,1,1,0,0.5
14792,17,-27,-80,-9,-83,39,-143,1,0,0,1.0
14793,-70,6,-45,-35,-45,22,-167,1,0,0,1.0
14794,6,22,53,16,74,-12,159,0,0,0,1.0
14795,9,0,15,-5,0,-19,0,0,0,0,0.5
14796,0,25,-5,-100,-35,-47,-162,0,0,0,1.0
14797,-10,-25,-14,10,-4,-62,-105,0,0,0,0.5
14798,-16,-34,5,23,5,-23,-40,0,0,1,1.0
14799,-27,10,-40,10,-15,-18,-80,0,0,0,1.0
14800,-4,67,10,5,15,7,100,1,0,0,1.0
14801,26,-23,15,-48,-10,-91,-131,0,0,0,2.0
14802,-33,-52,-93,-21,-21,39,-181,0,0,0,0.5
14803,-31,-42,-15,-25,-13,5,-121,1,0,0,0.5
14804,-35,5,-19,30,-50,29,-40,1,0,0,1.0
14805,-40,-20,-58,-55,-63,16,-220,1,0,0,1.0
14806,20,-25,15,0,50,-35,25,0,0,0,0.5
14807,1,9,47,34,52,12,155,1,0,0,1.0
14808,5,-9,-20,-14,10,63,35,1,0,0,0.5
14809,-20,-10,30,0,30,-34,-4,0,0,0,2.0
14810,5,-50,-35,-5,-55,-20,-160,0,0,0,2.0
14811,20,8,15,-33,20,20,50,1,0,0,2.0
14812,-47,-25,-51,-55,-45,-37,-260,0,0,0,2.0
14813,-20,-68,-25,-32,-5,35,-115,1,0,0,1.0
14814,15,70,-60,85,60,20,190,1,1,0,2.0
14815,37,13,31,-37,-7,-58,-21,0,0,0,1.0
14816,-11,-62,-20,15,0,-57,-135,0,0,0,1.0
14817,-18,-35,-15,-20,-25,8,-105,1,0,0,0.5
14818,5,-20,12,25,17,-42,-3,0,0,0,0.25
14819,22,85,20,10,5,50,192,1,0,0,1.0
14820,24,116,102,38,58,37,375,1,0,0,1.0
14821,-6,25,-155,33,3,25,-75,1,0,0,1.0
14822,0,-20,-18,20,-8,66,40,1,0,0,1.0
14823,5,-2,-17,-55,-27,-44,-140,0,0,0,0.25
14824,-5,85,12,15,-5,40,142,1,0,0,0.5
14825,50,25,55,60,55,40,285,1,1,0,2.0
14826,36,25,-70,65,31,65,152,1,0,0,0.25
14827,-17,21,0,-17,-13,-6,-32,0,0,0,1.0
14828,45,35,10,-60,-5,-40,-15,1,0,0,1.0
14829,-25,-25,-20,-29,-45,-47,-191,0,0,0,1.0
14830,-20,-75,-55,-110,-70,30,-300,0,0,0,1.0
14831,31,-18,24,50,-35,-2,50,0,0,0,0.5
14832,15,70,-60,85,60,20,190,1,1,0,2.0
14833,-37,-80,-69,-80,-64,-20,-350,0,0,0,1.0
14834,5,23,-8,3,-17,-20,-14,0,0,0,1.0
14835,30,25,6,20,36,65,182,1,0,0,1.0
14836,-20,-50,0,-70,-65,-70,-275,0,0,1,0.5
14837,-10,-30,11,40,11,55,77,1,1,0,1.0
14838,-12,33,0,0,35,12,68,1,0,0,1.0
14839,-31,-28,-48,-55,-49,6,-205,1,0,0,2.0
14840,20,35,17,30,17,-16,103,0,0,0,1.0
14841,23,24,-5,7,15,33,97,1,0,0,0.5
14842,-5,-98,-33,-67,5,-27,-225,0,0,0,0.5
14843,-42,-110,-115,-40,-55,-60,-422,0,0,0,0.25
14844,25,36,47,-3,37,-40,102,0,0,0,0.5
14845,10,45,-31,0,-31,25,18,1,0,0,1.0
14846,22,100,-5,5,-5,40,157,1,0,0,0.25
14847,15,-20,15,100,70,65,245,1,0,0,0.5
14848,-60,-45,-90,5,-20,65,-145,0,0,0,0.5
14849,-40,-15,-50,-120,-95,-22,-342,0,0,1,2.0
14850,0,27,77,13,30,39,186,1,0,0,0.5
14851,-70,-20,-30,-60,-30,5,-205,0,0,1,0.25
14852,25,17,22,10,10,11,95,1,0,0,2.0
14853,19,-22,-11,0,30,-16,0,0,0,0,1.0
14854,-17,40,18,14,4,-12,47,0,0,0,0.5
14855,22,30,70,60,30,30,242,1,0,0,1.0
14856,37,65,25,40,10,15,192,1,0,0,2.0
14857,40,18,15,-17,-10,-50,-4,1,0,0,1.0
14858,0,-55,-40,30,-40,65,-40,0,0,0,2.0
14859,-27,-26,-23,-26,-23,-48,-173,0,0,0,2.0
14860,15,-75,-100,5,-55,15,-195,1,0,0,1.0
14861,-75,-84,-20,-5,-20,-23,-227,0,0,0,1.0
14862,25,5,-5,35,-40,-40,-20,0,0,0,0.5
14863,51,15,80,50,114,30,340,1,1,0,1.0
14864,30,-15,-45,-10,-40,-30,-110,0,0,0,1.0
14865,-10,10,10,-5,10,10,25,1,0,0,4.0
14866,5,25,20,-1,3,-2,50,0,0,0,0.5
14867,-15,25,-15,-95,-10,-5,-115,0,0,1,2.0
14868,16,-11,25,51,55,19,155,1,0,0,1.0
14869,-5,-111,-45,-111,-45,-65,-382,0,0,1,1.0
14870,55,33,11,30,1,0,130,0,0,0,1.0
14871,-31,-50,-69,5,-12,-53,-210,0,0,1,0.125
14872,0,-20,15,5,-5,15,10,1,0,0,1.0
14873,3,130,14,94,14,80,335,1,1,0,2.0
14874,58,30,86,-25,76,30,255,1,0,0,1.0
14875,-180,90,80,20,-40,20,-10,1,0,0,1.0
14876,10,80,34,30,44,82,280,1,0,0,1.0
14877,-30,-100,-70,-130,-50,-50,-430,1,0,1,0.5
14878,-7,-23,18,-27,-18,-83,-140,0,0,0,1.0
14879,-43,15,-69,-20,-79,-20,-216,0,0,0,1.0
14880,-25,-40,-85,0,-2,32,-120,0,0,0,0.5
14881,-16,-21,-37,0,-30,23,-81,1,0,0,2.0
14882,-21,-8,-36,-8,-46,-41,-160,0,0,0,1.0
14883,30,33,-10,13,-20,24,70,1,0,0,0.5
14884,-20,-75,25,45,-25,-20,-70,0,0,0,0.25
14885,-9,-6,-3,-1,-11,-10,-40,0,0,0,0.5
14886,0,17,112,17,112,26,284,1,1,0,1.0
14887,0,-55,5,-110,-55,50,-165,1,0,1,1.0
14888,32,-1,-85,-1,-40,25,-70,1,0,0,1.0
14889,40,52,15,0,-10,-2,95,0,0,0,0.5
14890,23,70,20,0,70,5,188,1,0,0,1.0
14891,14,33,30,10,15,13,115,1,0,0,1.0
14892,67,95,15,5,35,70,287,0,0,0,0.25
14893,26,36,6,36,6,5,115,1,0,0,0.5
14894,10,-10,25,0,25,73,123,1,0,0,1.0
14895,10,-27,-20,-23,-10,-40,-110,0,0,0,1.0
14896,-5,-20,0,-10,25,0,-10,0,0,0,1.0
14897,-5,-15,-24,5,-29,-20,-88,0,0,0,1.0
14898,21,-28,-128,49,-11,-21,-118,0,0,1,1.0
14899,20,28,2,-30,-15,-20,-15,0,0,0,1.0
14900,-21,10,40,-55,0,-29,-55,0,0,0,0.5
14901,-25,-2,10,27,45,5,60,1,0,0,1.0
14902,-15,-5,-15,-5,-40,-30,-110,0,0,0,2.0
14903,45,24,35,40,40,18,202,1,0,0,1.0
14904,-20,2,-14,65,-14,-25,-6,0,0,0,1.0
14905,3,1,-2,89,35,8,134,1,0,0,16.0
14906,-38,-80,-42,-63,-54,-35,-312,0,0,0,1.0
14907,7,-50,-34,-70,-34,1,-180,1,0,0,0.5
14908,-5,-20,8,0,58,10,51,1,0,0,2.0
14909,5,35,110,-35,-10,-45,60,1,0,0,2.0
14910,-65,-115,-10,25,0,-15,-180,0,0,1,0.5
14911,-45,-40,-65,-95,-85,-85,-415,0,0,1,1.0
14912,-15,-55,-34,-45,-59,-35,-243,0,0,0,1.0
14913,20,55,25,-10,15,15,120,1,0,0,1.0
14914,-80,5,-10,-60,-45,-25,-215,0,0,0,0.5
14915,24,65,-15,65,-25,61,175,1,1,0,2.0
14916,-13,-14,-15,-40,-27,-18,-127,0,0,0,1.0
14917,20,20,20,20,20,20,120,1,1,0,0.5
14918,15,20,-30,100,55,15,175,1,1,0,1.0
14919,-22,-85,-52,-8,54,-15,-128,1,0,1,2.0
14920,-40,-25,-95,-15,-35,25,-185,1,0,0,0.5
14921,28,-17,3,64,82,17,177,1,0,0,2.0
14922,0,-15,-15,-15,15,5,-25,1,0,0,1.0
14923,-5,-25,35,55,55,15,130,1,0,0,0.5
14924,-18,27,3,-21,-1,16,6,1,0,0,1.0
14925,-10,-7,5,-5,-10,-18,-45,0,0,0,1.0
14926,0,-53,-15,30,-25,-41,-104,0,0,0,8.0
14927,-21,-47,-10,-5,9,-42,-116,0,0,0,0.5
14928,45,10,45,15,40,5,160,1,0,0,1.0
14929,35,-19,-26,-50,-35,-90,-185,0,0,1,1.0
14930,-30,-75,-50,65,-10,0,-100,0,0,0,2.0
14931,-2,-15,-17,23,53,-10,32,0,0,0,1.0
14932,-10,23,-13,0,-30,55,25,0,0,0,1.0
14933,-23,0,-12,-91,-48,-76,-250,0,0,0,2.0
14934,10,-7,-3,-5,20,-15,0,0,0,0,0.5
14935,-50,-35,7,5,7,-14,-80,0,0,1,0.5
14936,30,-90,20,-75,20,-15,-110,0,0,0,1.0
14937,-2,-1,10,-28,-10,-16,-47,0,0,0,1.0
14938,27,9,-5,65,30,30,156,1,0,0,0.5
14939,-6,40,0,26,70,-40,90,0,1,1,1.0
14940,8,9,8,44,35,37,141,1,0,0,1.0
14941,20,5,18,40,18,25,126,1,1,0,0.5
14942,-35,-45,-25,10,-25,-85,-205,0,0,0,2.0
14943,-10,19,-18,-53,-38,-32,-132,0,0,0,1.0
14944,49,36,45,75,35,40,280,1,1,0,0.5
14945,-25,16,-56,-56,-144,35,-230,1,0,1,1.0
14946,7,42,12,-29,-37,-52,-57,0,0,0,1.0
14947,13,32,-35,-56,-32,53,-25,1,0,0,2.0
14948,-41,-72,-137,31,52,24,-143,0,0,0,1.0
14949,0,30,50,-10,30,0,100,0,0,0,0.5
14950,-30,-42,-30,23,10,-3,-72,0,0,0,2.0
14951,-20,5,-10,15,5,45,40,1,0,0,1.0
14952,-8,-57,-48,-79,-54,-25,-271,0,0,0,1.0
14953,60,110,90,85,35,70,450,1,0,0,2.0
14954,-2,-28,-20,-17,-15,-57,-139,0,0,0,1.0
14955,-28,-45,-42,-11,5,-4,-125,0,0,0,0.5
14956,5,10,-15,40,10,60,110,1,1,0,1.0
14957,7,9,7,24,29,45,121,1,0,0,1.0
14958,25,-105,-105,-95,-40,-50,-370,0,0,0,1.0
14959,15,-60,-10,10,-35,-70,-150,0,0,0,0.5
14960,52,-18,-27,4,-16,-54,-59,1,0,0,1.0
14961,14,28,0,-10,5,18,55,1,0,0,2.0
14962,-42,-20,30,60,0,-40,-12,0,0,0,0.5
14963,-25,-45,-30,-70,-15,-75,-260,0,0,0,2.0
14964,-8,1,-3,1,-3,15,3,1,0,0,1.0
14965,40,14,35,45,35,-2,167,0,0,0,1.0
14966,8,36,25,-44,40,70,135,1,0,0,1.0
14967,-5,-5,-23,24,-19,-9,-37,0,0,0,1.0
14968,15,3,15,41,15,-15,74,0,0,0,2.0
14969,20,50,15,15,0,10,110,1,0,0,2.0
14970,15,12,2,-120,-40,-94,-225,0,0,0,2.0
14971,-90,15,60,20,15,-25,-5,0,0,0,1.0
14972,15,78,15,50,5,70,233,1,0,0,4.0
14973,5,65,150,35,15,-10,260,0,0,0,1.0
14974,-35,-25,-82,-23,-35,-9,-209,0,0,0,1.0
14975,-35,-17,-16,-57,-6,-53,-184,0,0,0,0.5
14976,28,90,25,10,-35,-18,100,0,0,1,4.0
14977,12,-12,-17,52,15,60,110,1,0,0,0.5
14978,-25,-20,-14,5,-14,5,-63,1,0,0,1.0
14979,35,75,80,90,85,30,395,1,0,0,0.5
14980,-35,-71,-5,-61,-5,-35,-212,0,0,0,2.0
14981,-35,-40,10,-20,0,-85,-170,0,0,0,0.5
14982,0,0,-20,40,50,-20,50,0,1,0,1.0
14983,-24,-24,-41,-49,-56,-71,-265,0,0,0,1.0
14984,60,30,60,65,60,40,315,1,0,0,1.0
14985,5,-45,70,40,30,-45,55,0,0,0,1.0
14986,-55,-31,-34,-71,-80,-45,-316,0,0,0,1.0
14987,-20,15,26,11,-3,12,41,1,0,0,0.5
14988,30,-30,-15,65,-5,-15,30,0,0,0,2.0
14989,-5,0,20,65,55,40,175,1,1,0,1.0
14990,20,40,30,0,30,-25,95,0,0,0,1.0
14991,11,43,21,-11,-9,55,110,1,0,0,1.0
14992,-25,-30,-10,10,-10,60,-5,0,0,0,0.5
14993,-25,1,75,-15,-25,-6,5,0,0,0,4.0
14994,-11,6,-40,-86,-40,-19,-190,0,0,0,2.0
14995,-30,-110,-105,-15,0,-5,-265,0,0,0,0.25
14996,10,-30,-45,15,0,15,-35,1,0,0,0.5
14997,10,15,50,-37,-63,-4,-29,0,0,0,0.125
14998,-106,-106,-50,-61,-8,-39,-370,0,0,1,1.0
14999,10,40,138,-30,18,-10,166,0,1,0,0.5
15000,33,16,28,-4,28,-59,42,0,0,0,2.0
15001,70,35,35,120,45,35,340,1,1,0,0.5
15002,45,-40,15,-5,15,-20,10,0,0,0,1.0
15003,22,-38,5,37,5,39,70,1,0,0,1.0
15004,40,35,15,30,70,15,205,1,0,0,2.0
15005,-83,-51,-30,-81,-63,-64,-372,0,0,1,1.0
15006,4,26,45,-69,-26,-17,-37,0,0,0,1.0
15007,61,99,65,0,65,0,290,0,0,0,1.0
15008,15,54,10,29,5,31,144,1,0,0,0.5
15009,-12,5,-25,55,5,-10,18,0,0,1,0.125
15010,-66,-80,-58,-104,-38,-65,-411,0,0,1,1.0
15011,25,40,155,20,30,-20,250,0,0,0,0.5
15012,49,55,79,14,25,-1,221,0,0,0,2.0
15013,50,45,15,-135,-15,-60,-100,0,0,0,1.0
15014,-9,20,67,70,67,55,270,1,0,0,1.0
15015,-19,47,-10,-57,-30,-56,-125,0,0,0,2.0
15016,-15,-58,-13,-23,22,-6,-93,0,0,0,1.0
15017,-55,-79,-43,-4,-16,12,-185,1,0,0,1.0
15018,-15,-50,-50,35,15,10,-55,1,0,0,1.0
15019,-15,-30,-45,-10,-15,10,-105,1,0,0,1.0
15020,32,51,47,42,37,33,242,1,0,0,1.0
15021,76,46,10,76,43,49,300,1,1,0,0.25
15022,20,2,47,42,62,1,174,1,0,0,1.0
15023,10,25,20,-80,-45,-65,-135,0,0,0,4.0
15024,90,-5,-16,5,-6,25,93,1,0,0,2.0
15025,5,-52,-4,-57,-32,-53,-193,0,0,0,1.0
15026,-5,8,-10,-35,-15,0,-57,0,0,0,1.0
15027,-20,-12,-19,-34,-41,0,-126,0,0,0,1.0
15028,-45,-65,-18,-35,-18,-45,-226,0,0,0,1.0
15029,-120,-35,-20,-55,-95,-50,-375,0,0,1,1.0
15030,47,50,50,80,60,0,287,0,0,0,0.5
15031,25,-112,-57,-37,-57,3,-235,1,0,0,0.5
15032,0,-25,-50,-40,55,-30,-90,0,0,0,1.0
15033,15,-10,25,65,5,45,145,0,0,0,2.0
15034,-37,41,10,57,17,57,145,1,0,0,1.0
15035,-66,-62,0,-62,-3,-63,-256,0,0,1,1.0
15036,10,-9,35,-19,22,1,40,1,0,0,2.0
15037,-38,-20,70,-80,-25,-50,-143,0,0,0,1.0
15038,-56,30,-16,-47,-26,48,-67,1,0,0,1.0
15039,10,-23,-22,50,60,60,135,1,0,0,1.0
15040,-32,-30,-27,-23,-31,-57,-200,0,0,0,0.5
15041,37,19,9,-1,-1,27,90,1,0,0,0.5
15042,-30,-32,-16,-77,-36,82,-109,1,0,0,4.0
15043,2,7,-3,-75,-63,-25,-157,0,0,0,0.5
15044,-5,85,60,25,35,60,260,1,0,0,1.0
15045,-40,-25,-25,-70,-35,-5,-200,0,0,0,1.0
15046,-110,102,72,62,32,37,195,1,0,0,0.5
15047,1,-35,0,-48,2,-5,-85,0,0,0,0.25
15048,-21,-12,-17,-15,-15,-35,-115,0,0,0,0.5
15049,-45,-65,-45,-45,-45,-65,-310,0,0,0,1.0
15050,25,-30,-4,90,-15,-36,30,0,0,0,0.5
15051,57,5,67,40,55,47,271,1,1,0,0.5
15052,50,26,-95,29,-67,30,-27,1,0,0,8.0
15053,-24,-35,-42,-63,-28,-38,-230,0,0,1,4.0
15054,-8,5,60,5,74,80,216,1,1,0,4.0
15055,0,2,20,-42,-25,-45,-90,0,0,0,1.0
15056,-16,-14,5,-46,-10,-39,-120,0,0,0,0.25
15057,25,19,61,19,31,-19,136,0,0,0,0.5
15058,46,83,-15,117,45,24,300,1,1,0,1.0
15059,10,42,65,2,-11,-18,90,0,0,0,1.0
15060,-15,-39,-45,30,10,59,0,0,0,0,1.0
15061,-35,-15,-35,-75,-15,-15,-190,0,0,0,1.0
15062,16,42,9,42,9,-4,114,0,1,0,1.0
15063,-30,20,30,-30,-60,-15,-85,0,0,0,1.0
15064,10,-7,7,0,-25,30,15,1,0,0,1.0
15065,-22,-50,-25,-20,-5,-5,-127,0,0,0,0.25
15066,20,35,-25,-95,-50,35,-80,1,0,0,4.0
15067,65,95,85,20,20,-10,275,0,0,0,0.5
15068,0,-50,-26,-30,-16,-10,-132,0,0,0,1.0
15069,-4,-32,-32,2,7,-56,-115,0,0,0,1.0
15070,50,-30,-70,-52,-98,-24,-224,1,0,0,1.0
15071,15,-25,5,-5,20,-25,-15,0,0,0,1.0
15072,20,25,40,85,40,71,281,1,0,0,2.0
15073,-11,30,30,-37,13,-6,19,0,0,0,1.0
15074,90,68,18,61,51,-20,268,1,0,0,0.5
15075,-10,-50,-66,-40,-56,-30,-252,0,0,0,1.0
15076,46,40,-39,25,21,25,118,1,0,0,1.0
15077,30,80,16,0,-54,65,137,1,0,0,1.0
15078,-7,29,68,29,64,47,230,1,0,0,1.0
15079,-57,-70,-31,-45,4,15,-184,0,0,0,1.0
15080,7,-20,-5,10,25,-5,12,0,0,0,0.5
15081,-48,-68,-53,-21,-4,0,-194,0,0,0,2.0
15082,-50,-50,-50,-100,-100,-26,-376,0,0,1,0.5
15083,-25,-13,10,-35,10,5,-48,1,0,0,1.0
15084,-40,-55,-45,-30,-70,-65,-305,0,0,1,0.5
15085,3,25,2,-15,2,-30,-13,0,0,0,2.0
15086,35,10,50,15,55,45,210,1,0,0,0.5
15087,-10,-30,43,57,35,25,120,1,0,0,1.0
15088,-23,-140,-45,-40,-90,-75,-413,0,0,0,0.5
15089,-9,-1,15,19,25,-9,40,0,0,0,1.0
15090,9,28,-5,53,13,81,179,1,0,0,1.0
15091,32,33,-30,-17,-20,-41,-43,1,0,0,0.5
15092,-8,36,152,-99,-35,-50,-4,0,0,0,1.0
15093,10,-21,-43,69,-15,46,46,1,0,0,0.25
15094,50,102,70,87,65,-25,349,1,0,0,1.0
15095,-15,-55,-45,50,10,-40,-95,0,0,0,1.0
15096,-40,-52,-23,-52,-8,-48,-223,0,0,0,1.0
15097,-50,-23,50,-30,20,25,-8,1,0,0,0.5
15098,10,-30,15,-5,-20,20,-10,1,0,0,1.0
15099,50,43,20,35,30,-13,165,0,0,0,1.0
15100,-25,-30,-82,-18,-35,-54,-244,0,0,0,0.25
15101,-5,-50,-55,8,-20,-20,-142,0,0,1,1.0
15102,-9,-70,-16,15,-73,-21,-174,0,0,0,2.0
15103,-4,-63,103,-36,75,-35,40,0,0,0,1.0
15104,15,53,10,-10,0,-48,20,0,0,0,0.5
15105,-22,-115,-10,-123,-25,-25,-320,0,0,0,1.0
15106,-14,-20,5,0,55,70,96,1,0,0,2.0
15107,-12,-55,40,45,65,10,93,1,0,0,1.0
15108,-22,35,31,105,91,30,270,1,0,0,1.0
15109,26,10,-110,104,-10,80,100,1,1,1,1.0
15110,-68,-77,-88,-48,-52,3,-330,1,0,0,0.5
15111,-10,-35,171,-20,191,-52,245,0,0,0,0.5
15112,-5,-61,6,1,-16,-85,-160,0,0,0,0.5
15113,30,-10,10,95,50,15,190,1,0,0,1.0
15114,-8,-14,68,37,-3,-39,41,0,0,0,1.0
15115,-10,10,-17,-25,50,-13,-5,0,0,0,2.0
15116,9,-34,5,0,0,20,0,1,0,0,0.5
15117,20,-20,9,35,50,-9,85,0,0,0,1.0
15118,25,45,-10,50,25,-5,130,0,0,0,1.0
15119,-10,14,0,-25,-30,-19,-70,0,0,0,16.0
15120,-25,-35,-15,-30,-70,-80,-255,0,0,0,1.0
15121,45,65,35,85,15,55,300,1,1,0,1.0
15122,16,17,18,-3,14,13,75,0,0,0,1.0
15123,-5,45,140,-55,-35,-80,10,1,0,1,1.0
15124,-15,-37,-13,-27,7,-48,-133,0,0,0,0.5
15125,-11,-29,-27,-14,-19,-35,-135,0,0,0,0.5
15126,20,90,10,25,10,75,230,1,0,0,1.0
15127,36,55,56,75,-4,-8,210,0,1,0,0.125
15128,-88,-95,-49,-145,-59,-70,-506,0,0,1,1.0
15129,19,55,60,-27,15,76,198,1,0,0,1.0
15130,-20,50,100,-50,40,-50,70,0,0,0,1.0
15131,-10,-17,-12,65,10,-21,15,0,0,0,1.0
15132,40,40,81,55,31,-37,210,1,0,0,2.0
15133,31,-4,23,31,38,-68,51,0,0,0,1.0
15134,-36,-37,-40,-74,20,-23,-190,0,0,0,0.25
15135,-5,6,45,-20,45,7,78,1,0,0,2.0
15136,0,-12,-30,7,0,-10,-45,0,0,0,1.0
15137,25,42,-2,40,15,40,160,1,0,0,2.0
15138,0,-65,-20,-65,-20,70,-100,1,1,1,1.0
15139,54,-15,40,-5,-5,-25,44,0,0,0,1.0
15140,65,-45,-11,75,100,31,215,1,0,0,0.5
15141,-5,-70,-51,0,-11,-25,-162,0,0,0,0.5
15142,30,-5,35,55,40,-15,140,0,0,0,0.5
15143,22,-12,-5,-15,-5,-40,-55,0,0,0,0.5
15144,55,-40,-25,-85,20,-65,-140,0,0,1,1.0
15145,-5,-28,0,65,0,43,75,1,0,0,0.5
15146,9,55,20,25,-20,31,120,1,1,0,1.0
15147,30,-27,-22,-72,-32,-42,-165,0,0,0,0.5
15148,-20,-25,5,-70,-30,-50,-190,0,0,0,2.0
15149,-23,-18,-28,-92,-64,-45,-270,0,0,1,1.0
15150,15,-7,-115,-25,-115,-45,-292,0,0,1,1.0
15151,35,5,60,-30,-5,15,80,1,0,0,1.0
15152,10,55,35,-30,-40,-120,-90,1,0,0,1.0
15153,-9,-13,-13,-5,-15,15,-40,1,0,0,0.5
15154,-29,-34,-15,-29,-55,4,-158,1,0,0,0.5
15155,4,-32,-17,-78,-19,-70,-212,0,0,1,2.0
15156,-1,4,7,-36,-25,-19,-70,0,0,0,0.5
15157,18,17,35,-15,-38,13,30,1,0,0,1.0
15158,30,75,75,10,-10,-10,170,0,0,0,4.0
15159,-60,-25,10,-40,-60,-5,-180,0,0,0,1.0
15160,-35,-10,-13,-60,-55,-30,-203,0,0,0,1.0
15161,50,60,70,119,89,30,418,1,1,0,1.0
15162,-21,26,43,7,-13,-12,30,0,0,0,1.0
15163,-20,-17,-5,-8,-25,-40,-115,0,0,0,2.0
15164,15,10,20,20,0,0,65,0,0,0,2.0
15165,-65,-54,-66,-65,-55,-80,-385,0,0,1,1.0
15166,-34,-6,21,-27,5,-5,-46,0,0,0,1.0
15167,27,-8,-40,17,10,79,85,1,0,0,2.0
15168,40,-50,-105,0,-50,-75,-240,0,0,0,1.0
15169,-50,-35,-20,25,-30,25,-85,1,0,0,1.0
15170,50,10,55,135,50,35,335,1,0,0,0.5
15171,-10,0,-35,-115,-65,-60,-285,0,0,1,1.0
15172,-17,11,-56,-4,-66,27,-105,1,0,0,0.25
15173,-10,-15,-55,-34,-90,-32,-236,0,0,0,0.25
15174,30,30,35,-5,30,20,140,1,1,1,1.0
15175,10,8,-20,-9,-5,-16,-32,0,0,0,4.0
15176,-5,1,6,19,24,-15,30,0,0,0,0.5
15177,-27,-40,-70,-50,-10,-45,-242,0,0,0,1.0
15178,-190,120,50,20,-25,10,-15,1,0,0,1.0
15179,-5,20,-15,35,-10,-20,5,0,0,0,1.0
15180,-28,24,8,-39,41,-50,-44,0,0,0,2.0
15181,25,3,43,5,75,9,160,1,0,0,1.0
15182,-10,25,10,20,-15,25,55,1,0,0,0.5
15183,55,70,-65,-15,-95,-45,-95,0,0,1,1.0
15184,11,167,52,131,52,107,520,1,1,0,0.25
15185,-4,59,57,89,77,62,340,1,1,0,1.0
15186,52,45,25,60,45,-67,160,1,0,0,0.5
15187,39,23,30,15,50,23,180,1,0,0,1.0
15188,-35,-15,5,-35,-15,-70,-165,0,0,0,0.5
15189,25,115,85,15,-10,35,265,1,0,0,0.5
15190,11,-90,25,-130,30,10,-144,1,0,1,2.0
15191,76,68,-28,112,2,100,330,1,1,0,0.5
15192,-10,0,56,20,36,-60,42,0,0,0,0.5
15193,75,25,-15,25,-30,-20,60,0,0,0,2.0
15194,5,10,25,-10,5,-5,30,0,0,0,0.5
15195,-25,2,-23,10,-23,5,-54,1,0,0,1.0
15196,-65,-30,-1,-75,-21,17,-175,1,0,1,1.0
15197,-61,-98,-47,-120,-110,-25,-461,0,0,1,2.0
15198,21,80,65,-10,-16,5,145,0,0,0,2.0
15199,-39,-40,35,-30,35,-81,-120,0,0,1,1.0
15200,-13,-14,-18,13,54,25,47,1,0,0,1.0
15201,-6,-4,-47,-49,-14,-10,-130,0,0,0,1.0
15202,0,10,140,-28,5,-30,97,0,0,0,2.0
15203,10,-71,-39,11,-41,-66,-196,0,0,0,1.0
15204,7,-14,2,-89,-35,30,-99,1,0,0,1.0
15205,-55,-55,-10,45,55,25,5,1,0,0,2.0
15206,-40,-5,27,35,12,16,45,1,0,0,4.0
15207,15,40,-30,25,35,80,165,1,0,0,0.5
15208,1,20,-8,20,34,38,105,1,1,0,4.0
15209,-20,37,-10,-31,-40,40,-24,1,0,0,2.0
15210,-30,68,11,12,-58,22,25,1,0,0,1.0
15211,20,25,45,-60,5,-25,10,0,0,0,0.5
15212,-23,-60,-66,-60,-35,-40,-284,0,0,0,0.5
15213,-16,-7,-44,-76,-33,26,-150,1,0,0,1.0
15214,-35,-20,-40,15,-5,-45,-130,0,0,0,1.0
15215,29,28,30,3,26,-20,96,0,0,0,4.0
15216,-9,-20,39,5,-18,48,45,1,1,0,0.5
15217,-28,0,39,-7,-47,11,-32,1,0,0,1.0
15218,-55,-75,-5,-20,-30,-30,-215,0,0,0,0.5
15219,40,-5,20,65,55,0,175,0,0,0,1.0
15220,1,0,-6,50,5,49,99,1,0,0,1.0
15221,-75,-50,-45,-100,-75,20,-325,0,0,0,1.0
